NameToDisplay,Size,Brand,Marketing Group,Category,Stock(Unit1),SaleRate,MRP,Sale Rate Value,Product,Stock(Unit2),Stock,StockUnit,Unit1,Unit2,Stock Value,IsVirtual,Status,ProdConv1,SellLoose,StockLocation,Rate
Garg 32603 ,FREE,Garg,GENTS WOOLEN ,Cap<,3.0,445.0,495.0,1335.0,32603,3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 32753 ,FREE,Garg,GENTS WOOLEN ,Cap<,9.0,470.0,520.0,4230.0,32753,9.0,9.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 32754 ,FREE,Garg,GENTS WOOLEN ,Cap<,11.0,465.0,515.0,5115.0,32754,11.0,11.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 34/6 Girls,Girls,Garg,Baby Woolen Wear,Cap<,1.0,205.0,205.0,205.0,34/6,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 35 ,free,Garg,Baby Woolen Wear,Cap<,1.0,250.0,250.0,250.0,35,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 38/12 Girls,Girls,Garg,GIRLS WOOLEN,Cap<,1.0,205.0,205.0,205.0,38/12,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 39/12 Girls,Girls,Garg,GIRLS WOOLEN,Cap<,1.0,120.0,120.0,120.0,39/12,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 40/6 Girls,Girls,Garg,GIRLS WOOLEN,Cap+Muffler<,3.0,190.0,190.0,570.0,40/6,3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 42254 ,FREE,Garg,GENTS WOOLEN ,Cap<,5.0,385.0,420.0,1925.0,42254,5.0,5.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 43/6 Girls,Girls,Garg,GIRLS WOOLEN,Cap+Neck<,3.0,495.0,495.0,1485.0,43/6,3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 43254 ,FREE,Garg,GENTS WOOLEN ,Cap<,2.0,550.0,600.0,1100.0,43254,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 44/12 ,free,Garg,GENTS WOOLEN ,Gloves<,7.0,270.0,270.0,1890.0,44/12,7.0,7.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 45/12 3-5yr,3-5yr,Garg,Baba Woolen Wear,Gloves<,8.0,60.0,60.0,480.0,45/12,8.0,8.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 46/8 ,22,Garg,Baby Woolen Wear,Suede P/O<,1.0,350.0,350.0,350.0,46/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 46/8 ,24,Garg,Baby Woolen Wear,Suede P/O<,2.0,360.0,360.0,720.0,46/8,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 53/8 ,18,Garg,Baby Woolen Wear,Suede P/O<,1.0,290.0,290.0,290.0,53/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 53/8 ,16,Garg,Baby Woolen Wear,Suede P/O<,1.0,280.0,280.0,280.0,53/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 53/8 ,22,Garg,Baby Woolen Wear,Suede P/O<,1.0,310.0,310.0,310.0,53/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 54/12 ,22,Garg,Baba Woolen Wear,Woolen Suit<,1.0,425.0,425.0,425.0,54/12,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 55/8 ,16,Garg,Baby Woolen Wear,Suede P/O<,2.0,285.0,285.0,570.0,55/8,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 55/8 ,22,Garg,Baby Woolen Wear,Suede P/O<,1.0,315.0,315.0,315.0,55/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 57/8 ,18,Garg,Baby Woolen Wear,Suede P/O<,1.0,295.0,295.0,295.0,57/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 57/8 ,16,Garg,Baby Woolen Wear,Suede P/O<,1.0,285.0,285.0,285.0,57/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 57/8 ,22,Garg,Baby Woolen Wear,Suede P/O<,1.0,315.0,315.0,315.0,57/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 58/8 ,28,Garg,Baby Woolen Wear,Suede P/O<,1.0,365.0,365.0,365.0,58/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 6/11 ,1-5yr,Garg,Baba Woolen Wear,Gloves-H<,4.0,45.0,45.0,180.0,6/11,4.0,4.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 62/8 ,14,Garg,Baba Woolen Wear,Suede P/O<,1.0,285.0,285.0,285.0,62/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 63/8 ,26,Garg,Baby Woolen Wear,Suede P/O<,1.0,470.0,470.0,470.0,63/8,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 7/12 ,1-3yr,Garg,Baba Woolen Wear,Gloves<,2.0,60.0,60.0,120.0,7/12,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garg 8/12 ,2-5yr,Garg,Baba Woolen Wear,Gloves<,4.0,90.0,90.0,360.0,8/12,4.0,4.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 1008 ,XXL,Garric,GENTS WOOLEN ,Suede P/O<,2.0,875.0,875.0,1750.0,1008,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 1010 ,XL,Garric,GENTS WOOLEN ,P/O-S/L <,1.0,835.0,835.0,835.0,1010,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 1010 ,L,Garric,GENTS WOOLEN ,P/O-S/L <,2.0,835.0,835.0,1670.0,1010,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 505 ,XL,Garric,GENTS WOOLEN ,Suede P/O<,1.0,795.0,795.0,795.0,505,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 506 ,XL,Garric,GENTS WOOLEN ,Suede P/O<,1.0,795.0,795.0,795.0,506,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 7001 ,XL,Garric,GENTS WOOLEN ,Upper<,1.0,1095.0,1195.0,1095.0,7001,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GARRIC 701 M/L/XL,XL,Garric,GIRLS WOOLEN,Suede P/O<,1.0,895.0,895.0,895.0,701,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GARRIC 704 M/L/XL,L,Garric,GIRLS WOOLEN,Suede P/O<,1.0,935.0,935.0,935.0,704,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GARRIC 715 M/L/XL,XL,Garric,GIRLS WOOLEN,Suede P/O<,1.0,895.0,895.0,895.0,715,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 902 L/XL/XXL,XXL,Garric,GENTS WOOLEN ,Suede P/O<,1.0,1160.0,1160.0,1160.0,902,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 918 ,XXL,Garric,GENTS WOOLEN ,P/O-S/L <,1.0,935.0,935.0,935.0,918,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Garric 918 ,L,Garric,GENTS WOOLEN ,P/O-S/L <,1.0,935.0,935.0,935.0,918,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5674 ,28,Gazoz,GIRLS WEAR,Jeans-Straight Fit<>,1.0,1045.0,1045.0,1045.0,5674,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5675(mf) ,38,Gazoz,GIRLS WEAR,Jeans-Straight Fit<>,1.0,1095.0,1450.0,1095.0,5675(mf),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5675(mf) ,36,Gazoz,GIRLS WEAR,Jeans-Straight Fit<>,1.0,1095.0,1450.0,1095.0,5675(mf),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5754(mf) ,34,Gazoz,GIRLS WEAR,Jeans-Straight Fit<>,1.0,1095.0,1095.0,1095.0,5754(mf),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5776(mf) ,38,Gazoz,GIRLS WEAR,Jeans-Straight Fit<>,2.0,1095.0,1450.0,2190.0,5776(mf),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5808 ,32,Gazoz,GIRLS WEAR,Cargo<>,1.0,1185.0,1315.0,1185.0,5808,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5808 ,34,Gazoz,GIRLS WEAR,Cargo<>,1.0,1185.0,1315.0,1185.0,5808,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5832 ,34,Gazoz,GIRLS WEAR,Cargo<>,1.0,1195.0,1335.0,1195.0,5832,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5833 ,34,Gazoz,GIRLS WEAR,Jeans-Straight Fit<,1.0,1045.0,1195.0,1045.0,5833,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5888 ,36,Gazoz,GIRLS WEAR,Jeans-Straight Fit<>,2.0,1275.0,1435.0,2550.0,5888,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gazoz 5888 ,38,Gazoz,GIRLS WEAR,Jeans-Straight Fit<>,2.0,1275.0,1435.0,2550.0,5888,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Geans&Jeans H-58 ,40,Geans&jeans,GENTS WEAR,Jeans<>,2.0,1105.0,1105.0,2210.0,H-58,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-52(t) ,38,Gee guys,GENTS WEAR,JEANS<,2.0,1100.0,1100.0,2200.0,H-52(t),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-52(t) ,38,Gee guys,GENTS WEAR,JEANS<,1.0,1065.0,1065.0,1065.0,H-52(t),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-52(t) ,30,Gee guys,GENTS WEAR,JEANS<,1.0,1095.0,1095.0,1095.0,H-52(t),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-52(t) ,30,Gee guys,GENTS WEAR,JEANS<,6.0,1015.0,1270.0,6090.0,H-52(t),6.0,6.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-52(t) ,36,Gee guys,GENTS WEAR,JEANS<,2.0,1035.0,1035.0,2070.0,H-52(t),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-52(t) ,32,Gee guys,GENTS WEAR,JEANS<,1.0,1075.0,1075.0,1075.0,H-52(t),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-52(t) ,40,Gee guys,GENTS WEAR,JEANS<,1.0,1100.0,1100.0,1100.0,H-52(t),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-54 ,36,Gee guys,GENTS WEAR,JEANS<,1.0,1120.0,1120.0,1120.0,H-54,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-54 ,36,Gee guys,GENTS WEAR,JEANS<,1.0,935.0,935.0,935.0,H-54,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-54 ,38,Gee guys,GENTS WEAR,JEANS<,1.0,1150.0,1150.0,1150.0,H-54,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-54 ,40,Gee guys,GENTS WEAR,JEANS<,1.0,970.0,970.0,970.0,H-54,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-54 ,40,Gee guys,GENTS WEAR,JEANS<,1.0,1150.0,1150.0,1150.0,H-54,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-54 ,30,Gee guys,GENTS WEAR,JEANS<,8.0,1020.0,1270.0,8160.0,H-54,8.0,8.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-54 ,38,Gee guys,GENTS WEAR,JEANS<,2.0,970.0,970.0,1940.0,H-54,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-70 ,30,Gee guys,GENTS WEAR,Jeans<>,4.0,1115.0,1390.0,4460.0,H-70,4.0,4.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-75 ,34,Gee guys,GENTS WEAR,Jeans<>,1.0,1130.0,1130.0,1130.0,H-75,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gee Guys H-75 ,36,Gee guys,GENTS WEAR,Jeans<>,1.0,1130.0,1130.0,1130.0,H-75,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gems 1467(vg) ,L,Gems,GIRLS KIDS WEAR,Frock-Hosiery <,1.0,325.0,325.0,325.0,1467(vg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gems 1517(vg) ,M,Gems,GIRLS KIDS WEAR,Frock-Hosiery <,1.0,285.0,285.0,285.0,1517(vg),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gems 1573 ,L,Gems,GIRLS KIDS WEAR,Frock-Full-Hosiery<,1.0,390.0,430.0,390.0,1573,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gems 1574 ,M,Gems,GIRLS KIDS WEAR,Frock-Full-Hosiery<,1.0,395.0,435.0,395.0,1574,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Genius 700,18,Genius,Baba Woolen Wear,Woolen Suit<,1.0,495.0,495.0,495.0,700,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 6009 22,22,Gfo,Baby Woolen Wear,WOOLEN TOP<,2.0,935.0,935.0,1870.0,6009,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 6028,22,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,975.0,975.0,975.0,6028,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 6054 22,22,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,915.0,915.0,915.0,6054,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9002(AJ) ,free,Gfo,GIRLS WOOLEN,WOOLEN TOP<,1.0,995.0,995.0,995.0,9002(AJ),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9004 22/24/26/28/30/32/34,22,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,960.0,960.0,960.0,9004,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9008,20,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,670.0,670.0,670.0,9008,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9012 24/26/28/30/32/34/36,32,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,1185.0,1185.0,1185.0,9012,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9012 24/26/28/30/32/34/36,26,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,1095.0,1095.0,1095.0,9012,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9020 24/26/28/30/32/34,24,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,910.0,910.0,910.0,9020,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9030 24/26/28/30/32/34/36,26,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,945.0,945.0,945.0,9030,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9031 20/30/32/34,20,Gfo,Baby Woolen Wear,WOOLEN TOP<,2.0,945.0,945.0,1890.0,9031,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gfo 9038 24/26/28/30/32/34,26,Gfo,Baby Woolen Wear,WOOLEN TOP<,1.0,945.0,945.0,945.0,9038,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GH 052 ,16,Gh,Baba Woolen Wear,Ramper-Falalan<,3.0,355.0,355.0,1065.0,052,3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GH 881 ,16,Gh,Baba Woolen Wear,Suit-Falalan<,1.0,285.0,285.0,285.0,881,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,36,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,3.0,630.0,630.0,1890.0,2279(AA),3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,22,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,3.0,495.0,495.0,1485.0,2279(AA),3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,28,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,1.0,525.0,525.0,525.0,2279(AA),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,32,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,2.0,610.0,610.0,1220.0,2279(AA),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,26,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,1.0,515.0,515.0,515.0,2279(AA),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,24,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,3.0,505.0,505.0,1515.0,2279(AA),3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,20,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,3.0,485.0,485.0,1455.0,2279(AA),3.0,3.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,30,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,1.0,535.0,535.0,535.0,2279(AA),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gig 2279(AA) ,34,Gig,Baba Woolen Wear,Lower-Jogger-Hosiery <,2.0,620.0,620.0,1240.0,2279(AA),2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gill 54108,36,Gill,GIRLS WEAR,JEANS,1.0,620.0,620.0,620.0,54108,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gill Basic ,28,Gill,GIRLS WEAR,JEANS<,1.0,595.0,595.0,595.0,Basic,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Gill Basic ,30,Gill,GIRLS WEAR,JEANS<,1.0,595.0,595.0,595.0,Basic,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
gingermint 1011 ,26,Gingermint,GIRLS KIDS WEAR,Plazo-Set<,1.0,900.0,900.0,900.0,1011,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
gingermint 1011 ,30,Gingermint,GIRLS KIDS WEAR,Plazo-Set<,1.0,960.0,1060.0,960.0,1011,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
gingermint 1011 ,32,Gingermint,GIRLS KIDS WEAR,Plazo-Set<,1.0,990.0,1090.0,990.0,1011,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
gingermint 925 ,30,Gingermint,GIRLS KIDS WEAR,Plazo-Set<,1.0,1065.0,1165.0,1065.0,925,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
gingermint 925 ,24,Gingermint,GIRLS KIDS WEAR,Plazo-Set<,1.0,975.0,1075.0,975.0,925,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
gingermint 925 ,26,Gingermint,GIRLS KIDS WEAR,Plazo-Set<,1.0,1005.0,1105.0,1005.0,925,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
gingermint 925 ,28,Gingermint,GIRLS KIDS WEAR,Plazo-Set<,1.0,1035.0,1135.0,1035.0,925,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GIO 5140 ,XL,Gio,GENTS WOOLEN ,Track Suit<>,1.0,1435.0,1575.0,1435.0,5140,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 1158 ,30,Girlwear,GIRLS KIDS WEAR,Gharara<>,1.0,2100.0,2100.0,2100.0,1158,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 2050 ,24,Girlwear,GIRLS KIDS WEAR,Naira-Set<>,1.0,2250.0,2550.0,2250.0,2050,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 2050 ,34,Girlwear,GIRLS KIDS WEAR,Naira-Set<>,1.0,2580.0,2880.0,2580.0,2050,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 2050 ,30,Girlwear,GIRLS KIDS WEAR,Naira-Set<>,1.0,2460.0,2760.0,2460.0,2050,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 2050 ,38,Girlwear,GIRLS KIDS WEAR,Naira-Set<>,1.0,2720.0,3020.0,2720.0,2050,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 2050 ,26,Girlwear,GIRLS KIDS WEAR,Naira-Set<>,1.0,2320.0,2620.0,2320.0,2050,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 2050 ,36,Girlwear,GIRLS KIDS WEAR,Naira-Set<>,1.0,2650.0,2950.0,2650.0,2050,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 223(iv) ,22,Girlwear,GIRLS KIDS WEAR,Gharara<>,1.0,1750.0,1750.0,1750.0,223(iv),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 223(iv) ,24,Girlwear,GIRLS KIDS WEAR,Gharara<>,1.0,1800.0,1800.0,1800.0,223(iv),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 223(iv) ,26,Girlwear,GIRLS KIDS WEAR,Gharara<>,1.0,1850.0,1850.0,1850.0,223(iv),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 2278(iv) ,26,Girlwear,GIRLS KIDS WEAR,Frock-Leggy-Set<>,1.0,2400.0,2400.0,2400.0,2278(iv),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 2278(iv) ,32,Girlwear,GIRLS KIDS WEAR,Frock-Leggy-Set<>,1.0,2625.0,2625.0,2625.0,2278(iv),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 701 ,30,Girlwear,GIRLS KIDS WEAR,Gharara<>,1.0,2270.0,2270.0,2270.0,701,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 782 ,30,Girlwear,GIRLS KIDS WEAR,Gharara<>,1.0,1915.0,1915.0,1915.0,782,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GirlWear 9145(iv) ,30,Girlwear,GIRLS KIDS WEAR,Saree<>,1.0,1845.0,1845.0,1845.0,9145(iv),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Girly 38117(aj) ,28,Girly,GIRLS KIDS WEAR,Lower<,1.0,580.0,580.0,580.0,38117(aj),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
Girly 38117(aj) ,32,Girly,GIRLS KIDS WEAR,Lower<,1.0,620.0,620.0,620.0,38117(aj),1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GKids 1400 ,28,Gkids,Baba Woolen Wear,SWEATER<,6.0,630.0,700.0,3780.0,1400,6.0,6.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GKids 1400 ,22,Gkids,Baba Woolen Wear,SWEATER<,2.0,530.0,590.0,1060.0,1400,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GKids 1400 ,26,Gkids,Baba Woolen Wear,SWEATER<,5.0,610.0,680.0,3050.0,1400,5.0,5.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GKids 1500 ,30,Gkids,Baba Woolen Wear,SWEATER<,2.0,700.0,770.0,1400.0,1500,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GKids 1500 ,32,Gkids,Baba Woolen Wear,SWEATER<,1.0,725.0,805.0,725.0,1500,1.0,1.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GKids 1500 ,34,Gkids,Baba Woolen Wear,SWEATER<,2.0,750.0,835.0,1500.0,1500,2.0,2.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
GKids 1700 ,28,Gkids,Baba Woolen Wear,SWEATER<,5.0,680.0,760.0,3400.0,1700,5.0,5.0,Pack,Pack,PCS,0.0,False,C,1.0,False,Head Office,0.0
